Products,Budget version,Month,Freight,Other Sales Revenue,Other Sales Cost of Goods Sold,Quantity
Binoculars,Budget version 2,Feb,7424.94,35412.06,15396.55,15
Binoculars,Budget version 2,Mar,3162.69,15082.66,6557.68,7
Eyewear,Budget version 1,Apr,9915.96,47291.76,20561.63,21
Eyewear,Budget version 1,May,2997.91,14297.48,6216.3,6
Eyewear,Budget version 1,Jun,12452.5,59390.11,25821.79,26
Eyewear,Budget version 1,Jul,5073.59,24195.66,10519.85,11
Eyewear,Budget version 1,Aug,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Sep,5073.59,24195.66,10519.85,11
Eyewear,Budget version 2,Oct,10569.84,50409.98,21917.38,22
Eyewear,Budget version 2,Nov,3206.63,15292.95,6649.11,7
Eyewear,Budget version 2,Dec,13301.49,63437.37,27581.47,28
Eyewear,Budget version 2,Jan,5463.3,26054.78,11328.17,11
Eyewear,Budget version 2,Feb,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Mar,5463.3,26054.78,11328.17,11
Binoculars,Budget version 1,Apr,19223.56,91681.86,39861.68,40
Binoculars,Budget version 1,May,2936.71,14007.16,6090.07,6
Binoculars,Budget version 1,Jun,19757.65,94228.33,40968.84,41
Binoculars,Budget version 1,Jul,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Aug,16820.42,80221.69,34879,35
Binoculars,Budget version 1,Sep,6408.03,30560.8,13287.3,13
Binoculars,Budget version 1,Oct,7208.9,34380.5,14948.04,15
Binoculars,Budget version 2,Nov,20625.48,98366.61,42768.09,43
Binoculars,Budget version 2,Dec,3162.69,15082.66,6557.68,7
Binoculars,Budget version 2,Jan,21037.68,100334.01,43623.48,44
Binoculars,Budget version 2,Feb,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Mar,18012.57,85906.79,37350.78,37
Binoculars,Budget version 2,Apr,6875.16,32788.69,14255.95,14
Binoculars,Budget version 2,May,7700.09,36723.49,15966.73,16
Eyewear,Budget version 1,Jun,1844.99,8798.61,3825.48,4
Eyewear,Budget version 1,Jul,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Aug,2536.53,12097.83,5259.93,5
Eyewear,Budget version 2,Sep,2019.18,9628.78,4186.43,4
Eyewear,Budget version 2,Oct,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Nov,2731.65,13027.39,5664.08,6
Eyewear,Budget version 1,Dec,4612.21,21996.01,9563.48,10
Eyewear,Budget version 1,Jan,9685.27,46192.2,20083.57,20
Eyewear,Budget version 1,Feb,8993.73,42892.98,18649.12,19
Eyewear,Budget version 2,Mar,4987.8,23789.21,10343.13,10
Eyewear,Budget version 2,Apr,10332.36,49276.94,21424.76,21
Eyewear,Budget version 2,May,9619.89,45878.86,19947.33,20
Binoculars,Budget version 1,Jun,7742.99,36927.5,16055.43,16
Binoculars,Budget version 1,Jul,22961.66,109508.73,47612.49,48
Binoculars,Budget version 1,Aug,9344.73,44567.43,19377.14,19
Binoculars,Budget version 1,Sep,6408.03,30560.8,13287.3,13
Binoculars,Budget version 1,Oct,12014.66,57300.84,24913.41,25
Binoculars,Budget version 1,Nov,5606.63,26740.56,11626.33,12
Binoculars,Budget version 2,Dec,8249.88,39346.85,17107.33,17
Binoculars,Budget version 2,Jan,24613.1,117384.59,51036.78,51
Binoculars,Budget version 2,Feb,10037.85,47871.88,20813.86,21
Binoculars,Budget version 2,Mar,6875.16,32788.69,14255.95,14
Binoculars,Budget version 2,Apr,12925.38,61643.12,26801.36,27
Binoculars,Budget version 2,May,6050.22,28854.43,12545.4,13
Eyewear,Budget version 1,Jun,5534.44,26395.32,11476.23,11
Eyewear,Budget version 1,Jul,4150.83,19796.88,8607.34,9
Eyewear,Budget version 1,Aug,5765.13,27495.4,11954.52,12
Eyewear,Budget version 2,Sep,5938.28,28320.34,12313.19,12
Eyewear,Budget version 2,Oct,4394.08,20957.12,9111.79,9
Eyewear,Budget version 2,Nov,6175.77,29452.86,12805.59,13
Binoculars,Budget version 1,Dec,2403.14,11460.17,4982.68,5
Binoculars,Budget version 1,Jan,26966.54,128608.83,55916.88,56
Binoculars,Budget version 1,Feb,3738.1,17826.87,7750.81,8
Binoculars,Budget version 1,Mar,10679.7,50934.13,22145.27,22
Binoculars,Budget version 1,Apr,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,May,19223.56,91681.86,39861.68,40
Binoculars,Budget version 1,Jun,3470.8,16553.63,7197.23,7
Binoculars,Budget version 2,Jul,2612.38,12459.82,5417.31,5
Binoculars,Budget version 2,Aug,28875.35,137713.46,59875.42,60
Binoculars,Budget version 2,Sep,3987.62,19017.45,8268.46,8
Binoculars,Budget version 2,Oct,11412.56,54429.52,23665.01,24
Binoculars,Budget version 2,Nov,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Dec,20625.48,98366.61,42768.09,43
Binoculars,Budget version 2,Jan,3712.47,17706.03,7698.27,8
Eyewear,Budget version 1,Feb,4612.21,21996.01,9563.48,10
Eyewear,Budget version 1,Mar,1383.61,6598.96,2869.11,3
Eyewear,Budget version 1,Apr,5995.82,28594.97,12432.6,12
Eyewear,Budget version 1,May,10838.72,51691.07,22474.38,22
Eyewear,Budget version 2,Jun,4987.8,23789.21,10343.13,10
Eyewear,Budget version 2,Jul,1424.94,6796.69,2955.08,3
Eyewear,Budget version 2,Aug,6413.26,30585.9,13298.22,13
Eyewear,Budget version 2,Sep,11638.54,55507.63,24133.75,24
Binoculars,Budget version 1,Oct,6674.81,31834.03,13840.88,14
Binoculars,Budget version 1,Nov,15218.67,72581.23,31557.06,32
Binoculars,Budget version 1,Dec,15485.45,73854.47,32110.64,32
Binoculars,Budget version 2,Jan,7150.31,34100.64,14826.37,15
Binoculars,Budget version 2,Feb,16362.7,78037.73,33929.45,34
Binoculars,Budget version 2,Mar,16637.85,79349.16,34499.63,34
Eyewear,Budget version 1,Apr,8993.73,42892.98,18649.12,19
Eyewear,Budget version 2,May,9619.89,45878.86,19947.33,20
Knives,Budget version 1,Jun,8186.58,39043.98,16975.64,17
Knives,Budget version 1,Jul,5457.55,26029.14,11317.02,11
Knives,Budget version 1,Aug,4775.42,22775.43,9902.36,10
Knives,Budget version 1,Sep,4206.81,20064.19,8723.56,9
Knives,Budget version 1,Oct,1478.29,7049.35,3064.93,3
Knives,Budget version 1,Nov,4434.35,21148.58,9195.03,9
Knives,Budget version 2,Dec,8783.44,41890.71,18213.35,18
Knives,Budget version 2,Jan,5855.63,27927.49,12142.39,12
Knives,Budget version 2,Feb,5153.1,24575.96,10685.2,11
Knives,Budget version 2,Mar,4509.16,21503.77,9349.47,9
Knives,Budget version 2,Apr,1580.82,7540.55,3278.5,3
Knives,Budget version 2,May,4742.99,22621.12,9835.27,10
Watches,Budget version 1,Jun,37128.37,177074.44,76988.89,77
Watches,Budget version 1,Jul,21248.49,101337.84,44059.93,44
Watches,Budget version 1,Aug,8499.4,40535.35,17624.07,18
Watches,Budget version 1,Sep,32431.41,154673.55,67249.37,67
Watches,Budget version 1,Oct,28852.86,137606.23,59828.8,60
Watches,Budget version 2,Nov,39739.71,189528.5,82403.7,82
Watches,Budget version 2,Dec,22807.34,108772.72,47292.49,47
Watches,Budget version 2,Jan,9099.92,43399.34,18869.28,19
Watches,Budget version 2,Feb,34786.95,165906.16,72133.11,72
Watches,Budget version 2,Mar,30870.47,147228.21,64012.27,64
Knives,Budget version 1,Apr,7504.45,35790.27,15560.99,16
Knives,Budget version 1,May,3979.78,18979.79,8252.08,8
Knives,Budget version 1,Jun,6253.71,29825.31,12967.53,13
Knives,Budget version 1,Jul,5912.65,28198.45,12260.2,12
Knives,Budget version 1,Aug,2956.06,14099.23,6130.1,6
Knives,Budget version 2,Sep,8022.33,38260.36,16634.94,17
Knives,Budget version 2,Oct,4274.81,20386.94,8863.89,9
Knives,Budget version 2,Nov,6675.33,31837.17,13842.25,14
Knives,Budget version 2,Dec,6324.33,30161.67,13113.77,13
Knives,Budget version 2,Jan,3162.16,15080.57,6556.77,7
Watches,Budget version 1,Feb,6039.24,28801.07,12522.2,13
Watches,Budget version 1,Mar,4473.06,21334.28,9275.77,9
Watches,Budget version 2,Apr,6565.48,31313.54,13614.58,14
Watches,Budget version 2,May,4837.67,23073.08,10031.77,10
Knives,Budget version 1,Jun,6026.16,28740.92,12496.05,12
Knives,Budget version 1,Jul,6140.2,29282.85,12731.67,13
Knives,Budget version 1,Aug,23309,111166.97,48333.47,48
Knives,Budget version 1,Sep,2956.06,14099.23,6130.1,6
Knives,Budget version 1,Oct,17737.94,84595.37,36780.6,37
Knives,Budget version 1,Nov,8300.1,39586.43,17211.49,17
Knives,Budget version 1,Dec,9096.26,43382.08,18861.77,19
Knives,Budget version 1,Jan,40932.91,195219.88,84878.21,85
Knives,Budget version 2,Feb,6441.5,30719.82,13356.44,13
Knives,Budget version 2,Mar,6558.16,31278.49,13599.34,14
Knives,Budget version 2,Apr,25003.86,119249.45,51847.59,52
Knives,Budget version 2,May,3162.16,15080.57,6556.77,7
Knives,Budget version 2,Jun,18913.88,90205.14,39219.63,39
Knives,Budget version 2,Jul,8842.03,42170.05,18334.8,18
Knives,Budget version 2,Aug,9720.32,46359.07,20156.12,20
Knives,Budget version 2,Sep,43859.15,209175.25,90945.76,91
Watches,Budget version 1,Oct,2907.41,13867.49,6029.34,6
Watches,Budget version 1,Nov,6486.49,30934.81,13449.92,13
Watches,Budget version 1,Dec,22143,105604.8,45915.13,46
Watches,Budget version 1,Jan,8499.4,40535.35,17624.07,18
Watches,Budget version 1,Feb,6262.6,29868.2,12986.17,13
Watches,Budget version 1,Mar,2907.41,13867.49,6029.34,6
Watches,Budget version 1,Apr,6933.75,33068.03,14377.4,14
Watches,Budget version 1,May,21695.75,103471.59,44987.65,45
Watches,Budget version 2,Jun,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Jul,6911.25,32961.32,14331.01,14
Watches,Budget version 2,Aug,23728.53,113167.84,49203.41,49
Watches,Budget version 2,Sep,9099.92,43399.34,18869.28,19
Watches,Budget version 2,Oct,6681.09,31862.8,13853.39,14
Watches,Budget version 2,Nov,3109.85,14832.62,6448.97,6
Watches,Budget version 2,Dec,7372.11,35158.88,15286.47,15
Watches,Budget version 2,Jan,23268.2,110970.28,48247.95,48
Knives,Budget version 1,Feb,8414.13,40128.37,17447.12,17
Knives,Budget version 1,Mar,15691.03,74834.24,32536.63,33
Knives,Budget version 1,Apr,13303.06,63446.27,27585.33,28
Knives,Budget version 2,May,9017.79,43008.06,18699.16,19
Knives,Budget version 2,Jun,16805.77,80151.07,34848.29,35
Knives,Budget version 2,Jul,14229.48,67863.36,29505.81,30
Watches,Budget version 1,Aug,13643.61,65069.46,28291.07,28
Watches,Budget version 1,Sep,4696.95,22400.89,9739.52,10
Watches,Budget version 1,Oct,7157.11,34134.64,14841.15,15
Watches,Budget version 1,Nov,6039.24,28801.07,12522.2,13
Watches,Budget version 2,Dec,14629.13,69768.5,30334.13,30
Watches,Budget version 2,Jan,5068.36,24171.6,10509.39,11
Watches,Budget version 2,Feb,7717.35,36807.18,16003.12,16
Watches,Budget version 2,Mar,6450.4,30764.28,13375.77,13
Knives,Budget version 1,Apr,16941.77,80799.2,35130.09,35
Knives,Budget version 1,May,17737.94,84595.37,36780.6,37
Knives,Budget version 1,Jun,6481.26,30909.71,13439,13
Knives,Budget version 2,Jul,18152.76,86574.27,37640.99,38
Knives,Budget version 2,Aug,18972.47,90484.47,39341.07,39
Knives,Budget version 2,Sep,6968.27,33233.33,14449.27,14
Watches,Budget version 1,Oct,5144.21,24534.63,10667.23,11
Watches,Budget version 1,Nov,14762,70403.03,30610.01,31
Watches,Budget version 2,Dec,5529.21,26369.16,11464.85,11
Watches,Budget version 2,Jan,15781.01,75262.14,32722.67,33
Navigation,Budget version 1,Feb,8317.88,39669.61,17247.66,17
Navigation,Budget version 1,Mar,14787.11,70523.86,30662.55,31
Navigation,Budget version 2,Apr,8884.93,42373.01,18423.05,18
Navigation,Budget version 2,May,15865.75,75665.98,32898.25,33
Navigation,Budget version 1,Jun,13555.2,64646.79,28107.3,28
Navigation,Budget version 1,Jul,6777.34,32323.66,14053.77,14
Navigation,Budget version 1,Aug,5545.43,26446.58,11498.51,11
Navigation,Budget version 1,Sep,10166.01,48484.96,21080.42,21
Navigation,Budget version 1,Oct,10474.12,49954.36,21719.29,22
Navigation,Budget version 2,Nov,14596.18,69613.14,30266.58,30
Navigation,Budget version 2,Dec,7139.33,34049.9,14804.3,15
Navigation,Budget version 2,Jan,5870.28,27996.54,12172.41,12
Navigation,Budget version 2,Feb,10788.5,51453.05,22370.89,22
Navigation,Budget version 2,Mar,11264.53,53722.8,23357.74,23
Navigation,Budget version 1,Apr,3080.56,14692.43,6388.01,6
Navigation,Budget version 1,May,41281.29,196879.17,85599.64,86
Navigation,Budget version 1,Jun,20948.75,99908.72,43438.57,43
Navigation,Budget version 1,Jul,23721.21,113132.27,49187.94,49
Navigation,Budget version 1,Aug,13555.2,64646.79,28107.3,28
Navigation,Budget version 1,Sep,16019.54,76400.94,33217.8,33
Navigation,Budget version 1,Oct,4004.88,19100.1,8304.39,8
Navigation,Budget version 1,Nov,6777.34,32323.66,14053.77,14
Navigation,Budget version 1,Dec,91188.05,434897.34,189085.8,189
Navigation,Budget version 2,Jan,3331.65,15889.81,6908.61,7
Navigation,Budget version 2,Feb,44264.55,211108.65,91786.37,92
Navigation,Budget version 2,Mar,22370.55,106689.2,46386.61,46
Navigation,Budget version 2,Apr,25384.68,121066.19,52637.47,53
Navigation,Budget version 2,May,14596.18,69613.14,30266.58,30
Navigation,Budget version 2,Jun,17134.8,81719.34,35530.15,36
Navigation,Budget version 2,Jul,4283.7,20429.83,8882.53,9
Navigation,Budget version 2,Aug,7298.35,34806.31,15133.18,15
Navigation,Budget version 2,Sep,97731.56,466104.17,202653.99,203
Navigation,Budget version 1,Oct,26493.66,126355.3,54937.09,55
Navigation,Budget version 1,Nov,1848.65,8815.35,3832.76,4
Navigation,Budget version 1,Dec,16635.76,79339.22,34495.31,34
Navigation,Budget version 2,Jan,28557.83,136199.08,59216.99,59
Navigation,Budget version 2,Feb,1904.1,9080.04,3947.84,4
Navigation,Budget version 2,Mar,17927.83,85502.95,37175.2,37
Binoculars,Budget version 1,Apr,1467.66,6999.87,3043.42,3
Binoculars,Budget version 2,May,1569.86,7487.18,3255.3,3
Cooking Gear,Budget version 1,Jun,197.09,939.77,408.6,0
Cooking Gear,Budget version 1,Jul,4295.81,20487.88,8907.77,9
Cooking Gear,Budget version 1,Aug,492.61,2349.48,1021.51,1
Cooking Gear,Budget version 2,Sep,213.13,1016.41,441.92,0
Cooking Gear,Budget version 2,Oct,4597.2,21925.23,9532.71,10
Cooking Gear,Budget version 2,Nov,527.67,2516.81,1094.27,1
Eyewear,Budget version 1,Dec,341.31,1627.7,707.7,1
Eyewear,Budget version 2,Jan,376.7,1796.37,781.03,1
Insect Repellents,Budget version 1,Feb,89.03,424.59,184.6,0
Insect Repellents,Budget version 1,Mar,216.55,1033,449.13,0
Insect Repellents,Budget version 1,Apr,222.53,1061.32,461.44,0
Insect Repellents,Budget version 1,May,92.02,438.64,190.71,0
Insect Repellents,Budget version 2,Jun,94.78,451.8,196.43,0
Insect Repellents,Budget version 2,Jul,232.26,1107.77,481.64,0
Insect Repellents,Budget version 2,Aug,238.34,1136.97,494.33,0
Insect Repellents,Budget version 2,Sep,97.77,466.4,202.78,0
Irons,Budget version 1,Oct,1463.9,6981.51,3035.44,3
Irons,Budget version 2,Nov,1507.81,7190.99,3126.52,3
Lanterns,Budget version 1,Dec,469.72,2240.09,973.95,1
Lanterns,Budget version 1,Jan,341.64,1629.14,708.32,1
Lanterns,Budget version 1,Feb,185.03,882.48,383.69,0
Lanterns,Budget version 1,Mar,1081.67,5158.94,2243.02,2
Lanterns,Budget version 2,Apr,505.77,2412.19,1048.78,1
Lanterns,Budget version 2,May,366.53,1747.92,759.97,1
Lanterns,Budget version 2,Jun,197.86,943.86,410.37,0
Lanterns,Budget version 2,Jul,1158.09,5523.47,2401.51,2
Packs,Budget version 1,Aug,1028.8,4906.33,2133.19,2
Packs,Budget version 1,Sep,857.26,4088.66,1777.68,2
Packs,Budget version 2,Oct,1103.79,5264.12,2288.75,2
Packs,Budget version 2,Nov,927.16,4421.79,1922.52,2
Sleeping Bags,Budget version 1,Dec,913.67,4357.31,1894.48,2
Sleeping Bags,Budget version 1,Jan,355.25,1694.5,736.74,1
Sleeping Bags,Budget version 2,Feb,967.2,4612.68,2005.51,2
Sleeping Bags,Budget version 2,Mar,392.08,1870.02,813.05,1
Tents,Budget version 1,Apr,4876.24,23256.08,10111.34,10
Tents,Budget version 1,May,4432.96,21141.85,9192.11,9
Tents,Budget version 1,Jun,4432.96,21141.85,9192.11,9
Tents,Budget version 1,Jul,5541.17,26427.43,11490.19,11
Tents,Budget version 2,Aug,5250.85,25042.61,10888.09,11
Tents,Budget version 2,Sep,4794.29,22865,9941.3,10
Tents,Budget version 2,Oct,4794.29,22865,9941.3,10
Tents,Budget version 2,Nov,5935.79,28309.07,12308.29,12
Watches,Budget version 1,Dec,1560.57,7442.72,3235.97,3
Watches,Budget version 1,Jan,898.51,4285.2,1863.13,2
Watches,Budget version 1,Feb,6715.19,32026.11,13924.4,14
Watches,Budget version 2,Mar,1680.46,8014.41,3484.53,3
Watches,Budget version 2,Apr,974.16,4646.08,2020.03,2
Watches,Budget version 2,May,7184.47,34264.54,14897.63,15
Woods,Budget version 1,Jun,463.86,2212.33,961.88,1
Woods,Budget version 2,Jul,477.79,2278.69,990.73,1
Golf Accessories,Budget version 1,Aug,652.65,3112.39,1353.21,1
Golf Accessories,Budget version 1,Sep,533.98,2546.57,1107.2,1
Golf Accessories,Budget version 2,Oct,702.75,3351.51,1457.18,1
Golf Accessories,Budget version 2,Nov,565.28,2695.76,1172.07,1
Irons,Budget version 1,Dec,4391.59,20944.65,9106.37,9
Irons,Budget version 2,Jan,4674.18,22292.09,9692.21,10
Putters,Budget version 1,Feb,453.9,2164.88,941.25,1
Putters,Budget version 1,Mar,226.95,1082.44,470.63,0
Putters,Budget version 2,Apr,496.7,2369.16,1030.07,1
Putters,Budget version 2,May,233.81,1114.85,484.72,0
Woods,Budget version 1,Jun,3710.96,17698.65,7695.07,8
Woods,Budget version 2,Jul,4061.23,19368.94,8421.28,8
Binoculars,Budget version 1,Aug,677.43,3230.74,1404.67,1
Binoculars,Budget version 2,Sep,726.75,3466.31,1507.09,2
Climbing Accessories,Budget version 1,Oct,641.48,3059.31,1330.13,1
Climbing Accessories,Budget version 1,Nov,140.79,671.56,291.98,0
Climbing Accessories,Budget version 1,Dec,1861.84,8879.41,3860.61,4
Climbing Accessories,Budget version 1,Jan,328.59,1566.98,681.3,1
Climbing Accessories,Budget version 1,Feb,140.79,671.56,291.98,0
Climbing Accessories,Budget version 1,Mar,250.29,1193.93,519.1,1
Climbing Accessories,Budget version 1,Apr,5945.3,28354.63,12328.1,12
Climbing Accessories,Budget version 2,May,692.91,3304.84,1436.89,1
Climbing Accessories,Budget version 2,Jun,153.07,730.18,317.47,0
Climbing Accessories,Budget version 2,Jul,2006.28,9568.56,4160.24,4
Climbing Accessories,Budget version 2,Aug,346.51,1652.36,718.42,1
Climbing Accessories,Budget version 2,Sep,153.07,730.18,317.47,0
Climbing Accessories,Budget version 2,Oct,265.88,1268.14,551.37,1
Climbing Accessories,Budget version 2,Nov,6373.44,30396.53,13215.88,13
Cooking Gear,Budget version 1,Dec,354.69,1691.63,735.49,1
Cooking Gear,Budget version 1,Jan,433.55,2067.56,898.94,1
Cooking Gear,Budget version 1,Feb,1477.95,7048.54,3064.58,3
Cooking Gear,Budget version 1,Mar,551.78,2631.51,1144.13,1
Cooking Gear,Budget version 1,Apr,137.92,657.85,286.02,0
Cooking Gear,Budget version 1,May,453.24,2161.57,939.81,1
Cooking Gear,Budget version 2,Jun,375.49,1790.84,778.63,1
Cooking Gear,Budget version 2,Jul,466.84,2226.38,967.99,1
Cooking Gear,Budget version 2,Aug,1583.13,7550.44,3282.8,3
Cooking Gear,Budget version 2,Sep,588.61,2807.25,1220.54,1
Cooking Gear,Budget version 2,Oct,152.19,725.98,315.64,0
Cooking Gear,Budget version 2,Nov,487.08,2323.26,1010.11,1
Eyewear,Budget version 1,Dec,487.52,2325.37,1011.03,1
Eyewear,Budget version 1,Jan,536.3,2557.85,1112.11,1
Eyewear,Budget version 1,Feb,682.62,3255.51,1415.44,1
Eyewear,Budget version 2,Mar,527.34,2514.82,1093.4,1
Eyewear,Budget version 2,Apr,577.55,2754.38,1197.56,1
Eyewear,Budget version 2,May,728.19,3472.84,1509.93,2
Knives,Budget version 1,Jun,1105.89,5274.07,2293.07,2
Knives,Budget version 1,Jul,1202,5732.73,2492.49,2
Knives,Budget version 1,Aug,456.78,2178.38,947.12,1
Knives,Budget version 1,Sep,1490.45,7108.48,3090.64,3
Knives,Budget version 1,Oct,697.22,3324.97,1445.64,1
Knives,Budget version 1,Nov,721.22,3439.66,1495.5,1
Knives,Budget version 2,Dec,1188.51,5668.47,2464.55,2
Knives,Budget version 2,Jan,1287.61,6140.84,2669.93,3
Knives,Budget version 2,Feb,495.27,2361.86,1026.9,1
Knives,Budget version 2,Mar,1597.06,7617.02,3311.75,3
Knives,Budget version 2,Apr,742.9,3542.85,1540.37,2
Knives,Budget version 2,May,767.56,3660.86,1591.68,2
Lanterns,Budget version 1,Jun,2618.9,12490.06,5430.46,5
Lanterns,Budget version 1,Jul,156.61,746.66,324.63,0
Lanterns,Budget version 1,Aug,1608.35,7670.55,3335.02,3
